user_id	playtime_forever	playtime_2weeks	appid
	334		352460
	12		412400
	5		412470
	14049		311210
	0		455130
	1		314000
	538		466910
	0		550650
	8157		292730
	48		555570
7.65612E+16	650		4000
	0		6100
	2625		500
	1739		10090
	363		12210
	127		1250
	0		35420
	0		10180
	2652		10190
	165		550
	0		223530
	18		33910
	63		33930
	0		219540
	0		206610
	0		202970
	12741		202990
	0		212910
	0		230410
	83		243870
	1		209870
	0		262410
	1		224580
	0		224220
	178		237110
	108		252490
	52519	984	252950
	0		253860
	0		253900
	0		253920
	0		253960
	0		254020
	0		254060
	0		259320
	0		259340
	0		259360
	116		212480
	1163		221100
	0		282440
	600		304930
	30		227940
	0		205790
	0		323370
	0		209650
	588		209660
	14983		730
	1725		333930
	231		45770
	461		381210
	23		57300
	13805		311210
	0		455130
	1255		431240
	564		433850
	0		439700
	34		434570
	419		292730
	0		393080
	134		393100
	13		273350
	12		555570
	0		218620
	0		38400
7.65612E+16	0		240
	646		320
	2406		4000
	283		10090
	46		17390
	4798		105600
	1088		24240
	977		65800
	765		72850
	6		2400
	0		2420
	0		2430
	142		34330
	83		104900
	163		206440
	0		113200
	12		204300
	37		209080
	736		50650
	9450		730
	468		204360
	482		221260
	0		205790
	179		219640
	1354		219740
	0		322330
	20		213610
	0		221640
	0		6370
	0		17080
	52		47410
	0		99900
	0		105430
	0		109410
	13230	1348	200210
	0		206210
	0		208090
	46		212070
	27		212160
	0		212500
	0		212800
	225		218230
	0		227240
	34034		230410
	0		236390
	0		238960
	811		243870
	0		3483
	159		209870
	0		223390
	0		265630
	0		271290
	540		239220
	0		247830
	113		224820
	633		227480
	118		70600
	570		35720
	931		248820
	1019		218620
	940		252490
	1323		252950
	145		262390
	264		265210
	4623		211820
	0		367540
	1007		222880
	380		268750
	138		286160
	683		295110
	0		362300
	0		433850
	0		439700
	260		238460
	0		301520
	137		304050
	27		304930
	514		306550
	1		13520
	30		19900
	2374		220240
	28		233270
	1627		312530
	167		291480
	0		244630
	103		312990
	2149		206420
	23		10150
	29		115320
	0		222900
	291		317360
	0		6850
	0		6860
	7		6900
	177		203140
	0		205930
	0		247430
	5893		323370
	2394		250900
	6023		386360
	26		352460
	235		391540
	37		236110
	56		280790
	45		418070
	81		434570
	151		449540
	1		461480
7.65612E+16	264		240
	88612		4000
	435		4700
	1394		220
	0		320
	1		340
	0		360
	1		380
	222		400
	1		420
	145		19900
	224		20900
	2796		17390
	238		1250
	0		35420
	4737		22330
	2340		6060
	289		6000
	2924		550
	0		223530
	3		22370
	53		8190
	1567		42960
	687		12210
	0		12220
	966		620
	265		22230
	8382		72850
	2717		22380
	196		104900
	2023		202170
	45251		730
	1176		10090
	628		202970
	4145		202990
	238		212910
	1		200260
	202		204360
	857		219150
	976		200510
	63		200170
	0		205790
	63		219640
	3284		55230
	89		220240
	62		219740
	17		322330
	243		218680
	1730		227300
	906		99900
	366		109600
	436		208090
	765		212160
	0		238960
	1382		272350
	0		39000
	3767		237310
	0		265630
	193		206500
	0		226320
	1256		239220
	5666		8930
	661		105450
	7684		221380
	0		220200
	581		242760
	1467		244850
	120		224540
	12978		218620
	73547		236850
	2941		235600
	2182		239820
	0		208610
	272		245170
	143		205100
	5		247240
	0		245450
	381		242860
	7094		49520
	1293		265930
	20		266840
	3843		211820
	0		367540
	408		235460
	656		213670
	4657		287700
	0		291550
	513		201810
	80		286690
	0		287390
	9		301520
	0		304030
	7		304050
	187		304930
	822		227940
	0		298520
	2358		65980
	0		274170
	1155		287450
	550		323370
	307		241930
	9633		203770
	183		239140
	0		307690
	3346		261640
	1299		323470
	57		2400
	0		2420
	0		2430
	7		12120
	0		12250
	20649		271590
	5801		346110
	0		407530
	430		325610
	38		339280
	114		255710
	0		355950
	642		356500
	2054		306130
	57		359320
	5		365720
	64		368990
	3996	1982	377160
	623		386360
	105		352460
	25		391540
	52		253030
	72		420290
	1142		427520
	2842		359550
	0		623990
	1374		433850
	0		439700
	0		454650
	7671		281990
	42895	1123	394360
	599		289070
	856		304390
	0		654310
	215		403640
	363		362960
	0		545100
	229		489830
	2213		578080
	88		209080
	88		608800
7.65612E+16	1781		4000
	0		220820
	739		227300
	0		230410
	150		218620
	319		252490
	1674		252950
	0		233130
	60		255520
	5106	155	271590
	240		282660
	28		295110
	0		362300
	37		433850
	0		439700
	0		302210
	0		304050
	18		227940
	91770	746	730
	4472	28	334230
	0		363490
	28	28	322330
	0		383930
	1708		291550
	0		390670
	0		403900
	645		207140
	694	6	359550
	0		623990
	0		513550
	0		530700
	141		550900
	15713	3563	578080
	145	145	239140
7.65612E+16	33		4000
	5095		12120
	0		12250
	546		19900
	44		9480
	87		1250
	0		35420
	43		33910
	65		10180
	882		10190
	36		24960
	16815		9930
	21		620
	106		24240
	3395		72850
	1		205790
	68154		730
	263		202970
	11613		202990
	2499		212910
	13208		227300
	21		208090
	1154		211500
	6		236390
	0		272350
	597		223710
	103		239220
	6		253710
	1953		232010
	146		218620
	151		251570
	2678		252490
	211		209160
	2438		209170
	4625		271590
	5		273110
	25		301520
	7		302830
	60		304050
	73		304930
	40		227940
	42		317360
	28		319150
	2054		320300
	1032		321040
	0		333930
	0		356370
	0		356670
	0		363970
	57		352460
	114		311210
	0		455130
	0		310380
	1		458960
	62		273350
7.65612E+16	0		400
	17		550
	0		223530
	149		8930
	48		22380
	23		47810
	17		70000
	0		620
	224		105600
	33		20920
	20		91600
	277		65800
	0		72850
	0		204030
	0		201790
	130		200710
	80		204360
	0		17460
	0		24980
	12		99900
	57		109600
	331		212500
	32		238960
	0		214420
	0		216150
	0		226320
	0		239220
	32		224440
	29		242920
	79		231740
	12		207140
	0		368730
	0		239350
	44		218620
	75		239200
	3707		251570
	12094	201	252950
	161		94400
	77		233190
	469		262060
	8		265930
	0		269210
	1		270450
	183		224480
	0		274190
	2931		200510
	0		288470
	312		291860
	14		203140
	0		205930
	2198		306130
	0		310060
	0		312990
	0		314410
	49		206420
	0		274900
	0		316010
	60		222900
	0		205790
	121		319510
	0		242640
	0		323370
	0		302510
	0		241930
	78		250900
	202		2400
	0		2420
	0		2430
	1706		346900
	0		350640
	2		356130
	103		7670
	0		8850
	0		8870
	0		409710
	0		409720
	0		297130
	45		364420
	0		364470
	38		365670
	8		367520
	0		6000
	0		6020
	0		6030
	0		6060
	0		32350
	0		32370
	0		32380
	0		32390
	0		32400
	0		32420
	0		32430
	0		32470
	0		32500
	0		208580
	0		322330
	0		230230
	0		373420
	767		374320
	0		382490
	20		384360
	32		390890
	83		352460
	101		236690
	21		236110
	0		413150
	0		427270
	278		431240
	0		424280
	196		434650
	0		438040
	153		537340
	0		563560
	494		582660
	18		597170
7.65612E+16	5365		10
	79		20
	112		30
	1		40
	41		50
	15		60
	1		70
	12		130
	2623		4000
	200		320
	52		340
	134		1250
	0		35420
	1159		550
	0		223530
	17		7520
	35		22610
	0		28050
	0		115100
	1718		55230
	214		113200
	59		202970
	1756		202990
	234		212910
	0		202750
	987		203160
	208		99900
	504		104700
	884		206210
	231		230410
	65		217920
	0		12100
	0		12110
	50		12120
	582		12210
	1832		12220
	0		12230
	0		12240
	0		12250
	1560		206420
	1187		251570
	56		209160
	404		209170
	103		247730
	343		240760
	96		404730
	386		301520
	0		304030
	919		304930
	324		227700
	87		293500
	0		323370
	17052		730
	108		250900
	0		342150
	464		255710
	126		291650
	352		232090
	0		232150
	638		352460
	0		34270
	0		205230
	0		205950
	109		474960
7.65612E+16	1313		304050
	0		304930
	0		205790
	0		331470
	0		383080
	91		389570
7.65612E+16	1559		4000
	2349		10090
	0		34900
	1		10180
	1422		10190
	98		8980
	3088		105600
	2		42680
	67		42690
	47		219640
	97		202970
	3942		202990
	253		212910
	1238		208480
	6		11020
	0		113400
	0		203290
	0		212500
	380		218230
	3530		230410
	1		243870
	164		209870
	99		246280
	461		219740
	229		322330
	801		242760
	486		239820
	4417		252950
	12		253430
	139		242050
	148		265930
	111		211820
	0		367540
	24		273110
	2		290140
	806		295110
	0		362300
	289		433850
	0		439700
	2		298240
	43		304930
	10		291480
	66		313120
	72		227940
	429		206420
	0		317360
	14		233720
	0		205790
	148		221380
	2086		239140
	28320	150	730
	777		298110
	812		218620
	333		333930
	7		339610
	950		344760
	90		351290
	13871		271590
	5663		311210
	0		455130
	739		370240
	1495		381210
	0		386360
	170		352460
	16		280790
	1		453190
	38		458960
	443		550040
7.65612E+16	103		1200
	0		1230
	0		1280
	995		4000
	56		33910
	197		33930
	0		219540
	0		104900
	132097		730
	0		47410
	0		109600
	0		211500
	0		212070
	0		236390
	9		253710
	1		224580
	96		218620
	55		252490
	779		282660
	3267		304930
	8		227940
	0		205790
	0		39120
	296		355180
	229		355840
	64		219740
	615		322330
	3		373330
	223		378370
7.65612E+16	0		11240
	174		240
	0		70120
	0		206690
	52		208200
	20		217920
	0		11340
	186		252950
	45		265930
	1		270090
	0		281750
	9		286940
	1111		295110
	0		362300
	1466		433850
	0		439700
	0		306410
	0		312640
	0		321150
	0		321920
	0		326990
	51479	2599	730
	0		335080
	0		343340
	0		343930
	70		346110
	0		407530
	1		7670
	0		8850
	0		8870
	0		409710
	0		409720
	230		232090
	0		232150
	0		361850
	0		366890
	0		370040
	1		375510
	1423		377160
	261		352460
	3791		311210
	0		455130
	0		412450
	11		416590
	0		444090
	0		596350
	376		275850
	18		436520
	0		506540
7.65612E+16	710		10
	1		80
	127		100
	610		50
	453		70
	214		280
	11		360
	4		240
	0		300
	0		320
	38993	34	4000
	1910		4580
	201		220
	0		340
	0		380
	0		400
	0		420
	1		22300
	357		16730
	0		29800
	1138		41000
	1900	58	564310
	29		24960
	0		8190
	1656		41010
	479		31280
	170		40800
	89		620
	9628		105600
	66		70600
	523		55230
	1442		41070
	181		204340
	1371		22490
	22837		730
	511		204360
	0		4570
	4		17080
	1630		113400
	1		230410
	0		272350
	2		223710
	692		251670
	340		41050
	931		41060
	511		227780
	0		220240
	1194		207140
	0		368730
	144		248650
	1263		218620
	261		206420
	1323		252490
	98		205350
	1339		269210
	2953		550
	0		223530
	15764		273110
	0		222880
	836		225840
	0		290930
	11		298240
	2515		298630
	331		238460
	1007		302830
	23		304050
	28674		304930
	0		222900
	65		205790
	234		319510
	84		250400
	32207	8	322170
	229		354140
	0		355180
	11		365300
	40		322330
	0		385800
	439		291550
	856		388060
	17		352460
	736		427920
	137		562010
	0		588430
7.65612E+16	5825		240
	53		300
	0		320
	0		340
	0		360
	282		380
	3443		4000
	0		6980
	107		7200
	0		7670
	0		409710
	625		220
	53		420
	0		12100
	34		12110
	26		12120
	0		12170
	0		12180
	0		12230
	0		12240
	11		12250
	14475		8500
	1		2700
	14		12360
	5		17300
	0		17330
	0		17340
	1152		500
	5		12210
	0		17470
	281		24740
	444		1250
	0		35420
	213		22330
	0		22320
	0		32370
	13		21690
	1558		8980
	1169		550
	0		223530
	82		10180
	0		10190
	0		17020
	215		22370
	0		8850
	0		409720
	2907		24960
	49		33230
	1217		11440
	247		11500
	0		12750
	89		12800
	1259		12840
	0		13560
	0		13570
	0		13580
	285		33220
	161		3900
	0		3990
	0		8800
	0		16810
	0		34440
	0		34450
	0		34460
	219		34830
	190		42640
	1167		22380
	596		34860
	78		45740
	401		57300
	7121		8930
	88		41000
	17		41010
	0		41050
	0		41060
	0		227780
	0		564310
	531		65950
	24		42700
	151		42710
	71		47810
	38		31280
	269		9930
	27		22000
	0		31700
	0		41210
	0		57800
	0		70300
	0		221180
	277		63200
	164		47870
	0		16450
	0		21090
	0		21110
	0		21120
	0		99810
	0		400
	0		48190
	21		99830
	70		15100
	0		15120
	23		19900
	0		21980
	0		47900
	118		91600
	1171		620
	1038		44320
	0		321040
	821		105400
	116		22100
	8		48700
	0		48720
	510		105600
	0		20920
	39		97000
	3043		72850
	77		7940
	496		42680
	0		42690
	160		91310
	42		65800
	0		201870
	0		39160
	0		39190
	0		39200
	40		48240
	28		71000
	0		203810
	0		520720
	0		205790
	0		207430
	26		208140
	3785		730
	106		212680
	986		49520
	0		219640
	9		220240
	0		220700
	436		8870
	162		57690
	0		17080
	27		200210
	10		227240
	315		230410
	1426		238960
	44		224260
	71		224580
	0		33900
	0		33930
	0		65700
	0		65720
	0		219540
	23		221380
	26		233450
	19		233720
	138		220200
	63		35720
	4826		242760
	3676		242920
	3		233250
	2153		244850
	27		218620
	0		239200
	313		251570
	351		252950
	1530		107410
	31		241540
	46		24010
	0		245470
	0		221910
	420		262060
	501		263280
	0		367690
	4189		221100
	0		273110
	171		222880
	25		237870
	0		274900
	164		282440
	245		284160
	56		290930
	17		292180
	0		35450
	53		236830
	8		301520
	0		304930
	65		238090
	0		63380
	0		227700
	469		310560
	629		313120
	0		274940
	114		261640
	329		298110
	304		305620
	817		333930
	20		338170
	0		339610
	22		340050
	5		346010
	82		362490
	176		234630
	7		238370
	0		397080
	0		368990
	403		322330
	642		292030
	3590		377160
	120		383870
	27		352460
	14684	137	427520
	827		244210
	30		431960
	1533		365590
	34		524440
	19		457330
	2337		289070
	102		489830
	2154	74	578080
	0		38400
7.65612E+16	740		227300
	0		205790
	1503		730
7.65612E+16	588		4000
	0		105450
	0		1930
	68		223470
	113		113400
	67		208090
	0		212500
	0		230410
	223		238960
	36		202090
	2395		226320
	294		242760
	119		41070
	0		564310
	882		218620
	0		222880
	10420		252950
	1		257120
	0		261430
	0		270850
	0		286440
	72		270550
	36592		295110
	4		362300
	4462		433850
	0		439700
	5		304030
	561		304050
	5		304930
	0		227940
	0		205790
	67383		730
	470		322330
	10		343630
	1		354200
	0		39120
	0		274560
	14		380840
	684		389430
	83		352460
	574		397900
	0		414530
	0		427270
	556		437220
	331		444090
	0		596350
	12		479130
	915		442080
	1264		504370
	0		538590
	0		539730
	0		542970
	0		542971
	0		542972
	0		542974
	0		542975
	36		550900
	9466	427	578080
7.65612E+16	589		4000
	690		2400
	0		2420
	0		2430
	137		4540
	0		475150
	402		4560
	911		228200
	1261		15170
	757		12210
	615		1250
	0		35420
	3		20500
	1559		550
	0		223530
	1663		24960
	10		8190
	0		22490
	54		99810
	88		91600
	1736		105600
	103		44320
	0		321040
	868		35450
	0		236830
	4		104900
	6		204100
	63415		730
	1973		204300
	968		204360
	0		49520
	1963		217490
	0		205790
	248		215510
	2104		55230
	20		223470
	2555		224540
	0		227220
	314		218130
	41		208090
	0		212500
	19		230410
	542		236390
	1086		240320
	670		265630
	107		245550
	0		343450
	98		216250
	489		219740
	26		322330
	217		218620
	1027		206420
	3		222880
	694		252490
	4324		252950
	0		253980
	1		254040
	93		236510
	272		211820
	0		367540
	1456		221100
	1009		48700
	217		278970
	48		222900
	951		238460
	372		304930
	69		227940
	25		241930
	49		323850
	241		332800
	18		340540
	112		346010
	82		348020
	0		339280
	0		366440
	0		386360
	28		388090
	412		352460
	3		299360
	54		427270
	101		427730
	1		444090
	0		596350
	1439		381210
7.65612E+16	0		205790
	187		109600
	23		236390
	1454		224260
	146		226320
	0		302830
	514		304930
	1344		306830
	61		291480
	18358	461	730
	168		363970
	37		380600
	97		352460
	9		410380
	281		236110
	32		444640
	1		510630
	162		564710
	72		589870
	29		506540
7.65612E+16	3049		4000
	360		550
	1		223530
	374		42700
	490		42710
	10880		105600
	4		71340
	0		58610
	243		202970
	319		202990
	53		212910
	0		11610
	0		109600
	0		113420
	29		201230
	0		211500
	19		212160
	0		212500
	139		218130
	71		218230
	539		230410
	0		238260
	13406	949	238960
	0		240320
	549		248570
	311		262410
	23		266070
	143		239220
	22		253710
	35		234650
	38		234710
	5497		218620
	36		266430
	492		221100
	0		298260
	1310		301520
	66		304050
	733		304930
	0		306660
	0		312840
	4		9880
	0		317470
	10		258160
	0		205790
	211		323370
	2385		730
	0		332500
	0		333930
	92		342200
	0		343710
	37753		346110
	0		407530
	6		346120
	1716		346900
	61		339280
	73		39120
	934		322330
	235	235	380600
	0		345180
	214		386360
	130		291550
	183		352460
	45		236110
	0		294000
	0		421960
	1026		239140
	103	61	431960
	33		438040
	1492		444090
	0		596350
	8	8	444640
	344		473690
	0		417910
	0		442080
	136		273350
	10		513560
	8		550650
	0		557810
	1650		564710
	14010	705	578080
	0		582500
	26		588430
	0		9480
	262		665360
	54		689090
7.65612E+16	72		70000
	1		6370
	156		17080
	254		109600
	102		203290
	116		208090
	475		212070
	752		230410
	556		236390
	47		272350
	155		39120
	29		214420
	4		218470
	0		233630
	136		242720
	201		271290
	748		239220
	6		253710
	120		222880
	72		282440
	18		293560
	471		301520
	0		304050
	68		224600
	47		227700
	12		227940
	15		317360
	151		258160
	0		205790
	0		323370
	5		327640
	0		331470
	0		333930
	314		339610
	5		345650
	0		339280
	0		354970
	19		363970
	3		383080
	0		384980
	15		391460
7.65612E+16	9548		4000
	0		220
	0		320
	0		340
	0		360
	0		380
	472		400
	0		420
	2592		17390
	201		17440
	11		24720
	964		550
	0		223530
	1138		8190
	1951		8980
	2		31280
	1882		40800
	4134		42910
	4659		620
	74090	63	105600
	7		48000
	805		113200
	110		104700
	36041		730
	2065		49520
	0		205790
	9		234710
	94		238210
	155		252950
	3222		211820
	0		367540
	1925		304930
	181		233610
	461		261640
	1212		291550
	39		352460
	0		236110
7.65612E+16	764		10
	0		80
	0		100
	113		4000
	477		12210
	502		47870
	503		41070
	0		564310
	169845	307	730
	291		227300
	1		113420
	47		230410
	515		242760
	423		218620
	6198	529	252950
	0		254100
	0		259300
	7137	435	271590
	10082		295110
	0		362300
	2531		433850
	0		439700
	0		222900
	40		321400
	95		221380
	207		223650
	61		24240
	193		335240
	176		339610
	77		389430
	0		390970
	33		352460
	0		403570
	636		568810
	7612	1064	578080
	0		504370
7.65612E+16	11		240
	7869		4000
	9		1520
	565		10090
	59		1250
	0		35420
	200		6060
	0		550
	0		223530
	0		8190
	647		42960
	0		63500
	0		620
	1882		72850
	0		4700
	3291		22380
	65		209080
	626		212680
	0		200710
	0		214560
	0		220780
	319		219150
	247		219640
	204		4920
	0		219950
	56		226700
	4		109600
	56		113420
	8		203290
	11		206210
	53		212070
	155		218230
	1285		236390
	6666		238960
	66		243870
	83		39000
	1		209870
	24		223710
	17		237310
	809		239660
	335		265630
	7		271290
	25		224260
	0		65790
	2345		233450
	333		233720
	200		219740
	168		322330
	2848		220200
	466		35450
	2760		206190
	0		234160
	393		236370
	211		242760
	1671		242920
	5589		244850
	100		224540
	333		246900
	139		255520
	105		265210
	567		239030
	110		248820
	983		218620
	525		239820
	135		250340
	7		250460
	298		251170
	58		251570
	13755		252490
	3260		252950
	39		253430
	33		254590
	1320		107410
	2393		255710
	272		247910
	0		3020
	0		16700
	0		40970
	774		264710
	232		108600
	1399		221100
	2106		268750
	14		268850
	0		269350
	411		270130
	14		271920
	17		273110
	670		222880
	1117		275850
	0		276730
	0		282440
	1375		287700
	2418		294100
	840		295110
	0		362300
	122		433850
	0		439700
	114		296470
	682		298630
	1122		299740
	39		301520
	0		304030
	3508		304930
	61		306830
	289		227940
	27		315460
	24		317360
	0		205790
	612		320300
	203		274170
	129		322500
	94		322770
	1526		323370
	5549		239140
	59		325210
	0		329240
	0		330670
	808		331500
	9401		730
	35		305620
	94		332500
	90		215470
	1375		333930
	0		42910
	0		225420
	12		339610
	113		340150
	0		341190
	174		341800
	0		342180
	21		316390
	4		343740
	20434		271590
	353		344760
	227		346110
	0		407530
	1040		307780
	26		348250
	764		350280
	718		351290
	0		351990
	29		355180
	186		356040
	111		356180
	349		232090
	0		232150
	593		361420
	38		363430
	192		363970
	0		365720
	1826		311210
	0		366844
	0		455130
	47		380220
	0		380600
	2917		383120
	94		385770
	267		386360
	59		291550
	714		387990
	3090		388080
	186		352460
	475		393420
	0		445900
	1848	13	394360
	5		395880
	23		402800
	332		299360
	0		407060
	180		412740
	4		13540
	868		359550
	0		623990
	1837		427520
	156	1	431960
	16		435060
	18		436320
	22		444090
	0		596350
	35		446620
	2		396030
	79		446750
	2		446770
	154		448280
	234		450390
	49		450540
	147		451520
	341		451840
	22		452490
	33		452710
	4		455160
	9		455440
	24		457550
	44		457580
	34		457960
	21		458590
	57		463290
	2		469650
	52		477270
	19		483970
	36		484870
	31		485780
	510		489830
	4		502710
	1981	68	578080
	0		578250
	8875		582660
	211		588430
	243		610080
7.65612E+16			
7.65612E+16	388		300
	2		70
	76		220
	0		340
	0		320
	0		360
	0		380
	121990		4000
	68		6880
	66		7670
	0		409710
	80		400
	3		420
	0		12150
	3		12160
	204		15190
	57		12750
	102		17300
	10		17330
	0		17340
	10		8140
	33		9480
	78		17410
	269		24740
	23		21900
	2245		1250
	0		35420
	853		22330
	0		38400
	0		38410
	5		38420
	262		20900
	66		10180
	1123		10190
	0		23490
	1859		550
	0		223530
	6		22370
	455		45700
	376		13520
	1080		19900
	396		41700
	295		24960
	1077		43110
	122		8190
	747		33910
	10398		33930
	16		219540
	73		27330
	59		40990
	162		57300
	8		50620
	0		462780
	366		42700
	790		42710
	199		8980
	1044		22380
	320		31280
	11		48180
	162		47870
	543		7940
	0		70000
	75		620
	1566		105600
	27		20920
	64		21100
	183		17470
	0		47780
	528		28050
	192		48000
	179		70600
	1095		35450
	22		236830
	84		24240
	3847		72850
	149		41070
	0		564310
	562		204030
	67		204340
	301		108710
	210		63380
	274		104900
	160		108800
	10		206440
	31		201790
	8		10
	0		80
	0		100
	2013		240
	69280	43	730
	112		209080
	113		50650
	45		215670
	200		214250
	186		55230
	430		204360
	0		220860
	2870		49520
	74		219150
	45		205100
	75		200170
	0		205790
	442		219640
	64		211400
	269		4920
	38		215470
	303		223470
	223		219740
	391		322330
	0		202970
	33		202990
	84		212910
	6		222980
	402		226700
	0		12100
	0		12110
	78		12120
	0		12170
	0		12180
	502		12210
	32		12220
	0		12230
	0		12240
	0		12250
	374		113400
	12145		230410
	1203		236390
	151		272350
	216		223710
	98		224260
	5		253710
	34		224580
	220		227100
	9		65790
	166		221380
	116		234710
	1186		242760
	13		242800
	47		207140
	0		368730
	2522		218620
	42		239030
	65		47790
	0		47830
	505		239820
	1451		251570
	4313		252490
	334		252950
	85		255220
	53293		107410
	728		251170
	39		247910
	619		238430
	11952		39210
	12794		221100
	1508		211820
	0		367540
	4536		8930
	410		235460
	23562		271590
	4		273110
	1200		222880
	31		225840
	416		239160
	385		43160
	354		285900
	335		233290
	628		241930
	328		295110
	0		362300
	334		433850
	0		439700
	0		296470
	35		289130
	15		304050
	901		304930
	114		238090
	0		306040
	62		310560
	227		313120
	1635		227940
	0		21680
	173		220440
	0		228300
	1540		239140
	213		261640
	362		298110
	4		333740
	862		333930
	88		322920
	414		319630
	1809		344760
	21919		346110
	0		407530
	43		287290
	0		355840
	7256		306130
	0		315880
	1464		232090
	0		232150
	5348		365590
	0		524440
	381		367500
	419		374320
	1		375510
	160		376870
	2231		377160
	257		351970
	191		389730
	797		352460
	247		337000
	1892		393380
	140		311210
	0		455130
	759		413150
	1067		359550
	0		623990
	26		431960
	495		487120
	179		442080
	114		273350
	728		287700
	205		311340
	619		489830
	4343		578080
	0		356190
	6		460790
	0		636450
7.65612E+16	196		550
	0		223530
	25		208090
	9		218310
	53		243870
	64		224260
	79	79	231430
	113		266130
	49		200510
	65		313120
	0		205790
	0		333930
	0		310890
7.65612E+16	66		275470
	72		282100
	384		283290
	289		296910
	0		316010
	0		238320
	0		277950
	11075		363970
	69		368950
	631		444090
	0		596350
	10		335950
	0		48000
	177		319630
	512		529840
	483		531640
	45		218620
	0		323580
7.65612E+16	194		4000
	43		8000
	0		220
	0		320
	0		340
	0		360
	0		380
	0		400
	0		420
	39	14	7940
	35		12200
	77		8140
	7		6010
	0		6040
	0		32310
	0		32340
	0		20900
	173		10180
	0		10190
	353		41000
	0		564310
	813		35140
	8		41010
	25		50620
	89		462780
	0		33600
	0		33610
	229		57640
	0		20920
	4120		72850
	192		200260
	93	51	49520
	168		202970
	423		202990
	2691	2	212910
	22		200710
	35		224960
	17		224980
	0		225020
	0		224260
	1704		203160
	1557	14	220160
	1237		39140
	174		261570
	3002		271590
	3		273110
	155		200510
	0		213670
	964		295110
	1		362300
	0		433850
	0		439700
	149		292120
	552		304030
	999		304050
	35		316160
	0		6850
	0		6860
	0		6900
	78		203140
	0		205930
	0		247430
	1209		239140
	192		211420
	0		10
	0		80
	0		100
	0		240
	0		730
	9		335300
	339	28	257510
	206		289690
	100		39120
	1752		306130
	545		359870
	2105	7	311210
	0		455130
	6193	48	292030
	16		345180
	0		388410
	1929		287700
	14		311340
	3638	44	391220
	768		352460
	497	88	395200
	398	49	431240
	72		436150
	10		444560
	298	8	379720
	262		517710
	27		530620
	3		418370
	1207		489830
	176		574050
	25		460790
	13	13	38400
7.65612E+16	254		70
	617		220
	0		340
	5456		4000
	84		7670
	0		409710
	71		400
	14		22300
	5552	4	10090
	683		17390
	202		550
	0		223530
	521		22380
	402		47780
	34615	760	105600
	488		113200
	617		49520
	46		204360
	571		219150
	928		220240
	103		113420
	1056		200210
	290		213650
	512		222520
	818		230410
	177		234310
	9083		236390
	0		238260
	591		243870
	72		253710
	176		233720
	2722		72850
	238		239030
	719		218620
	1467		250760
	1018		252950
	184		265930
	1296		211820
	0		367540
	299		94400
	336		274170
	5270		287700
	0		270550
	179		295110
	0		362300
	396		433850
	0		439700
	27		301520
	3687		304930
	872		227940
	11		315430
	577		315460
	242		41300
	63698	546	730
	4		341720
	204		342980
	3		342490
	1734		346010
	23724		346900
	384		352520
	431		354200
	804		363970
	0		365720
	227		382490
	231		383870
	26		385770
	657		352460
	26		404410
	15		412400
	6040		413150
	53		417860
	534	534	231430
	44		423610
	107		434570
	822		244930
	4		444260
	5474		377160
	16		475240
	34		496920
	22		515040
	0		489830
	19		563560
	1093	3	588430
7.65612E+16	3		300
	98		220
	0		340
	155		240
	36		280
	0		360
	31		320
	18		380
	190505		4000
	1755		6860
	963		4500
	0		420
	0		11450
	13		12120
	0		12250
	1		12200
	252		10090
	35		12210
	138		8160
	15		22180
	3886		550
	0		223530
	860		22370
	69		10680
	1996		33220
	10		33900
	1476		33930
	0		219540
	108		45740
	196		57300
	5937		1250
	0		35420
	286		47890
	21		400
	21601		105600
	63		17470
	1285		47780
	1026		24240
	4495		110800
	5156		72850
	3		22350
	450		2400
	0		2420
	0		2430
	7325		22380
	102		58610
	3004		207610
	227		211420
	5829		204360
	0		205790
	1284		219640
	1149		223470
	931		203140
	0		205930
	436		218680
	1096		204100
	959	59	12110
	0		12240
	58		224540
	63		99900
	534		200210
	0		206210
	25		230410
	318		236390
	1068		223710
	8		248570
	0		216150
	408	3	224260
	0		253710
	19		224580
	122		227100
	0		1500
	0		1510
	0		1520
	0		1530
	1154		233450
	429		233720
	207		35450
	404		242760
	160		244850
	13		239030
	7236		218620
	1		4570
	2008		4580
	1		9310
	0		9450
	5991		252490
	3566	49	107410
	3417		49520
	48		236510
	668		265210
	68		265930
	499		211820
	0		367540
	6352		221100
	11901		247730
	8713		271590
	0		273110
	284		222880
	660		213670
	788		254700
	354		246900
	0		255520
	10558		295110
	0		362300
	344		433850
	0		439700
	657		238460
	0		304050
	2154		304930
	0		224600
	9		318430
	247		319510
	1112		274170
	0		242640
	78		730
	0		339120
	993		346110
	0		407530
	68		235540
	367		356670
	2876	1319	232090
	0		232150
	1854	1854	381210
	182		352460
	23		394690
	1420	202	234140
	19		416590
	79		417860
	1658		418370
	187		418460
	48		420290
	269	6	431960
	463		489830
	892		292030
	20		530620
	4832	469	578080
	1872	195	236870
	731		304390
	0		654310
	583		460930
7.65612E+16	4271		4000
	0		550
	0		223530
	115		51100
	606		212070
	5		236390
	209		248570
	1		216150
	1		224260
	56		252330
	150		253030
	1071		304930
	46		312990
	0		319510
	123		326460
	52371		730
	513		352460
	144		431240
7.65612E+16	429		4000
	1168		12210
	349		10180
	32492		10190
	0		42700
	2836		42710
	7		42680
	8687		42690
	90494		730
	53		202970
